Voter,Gender,Age,County
Robert Gibson,male,36-45,Mountain Farm
Mariano Schmidt,male,36-45,Black
Willie Ray,female,56-65,Mountain Farm
Nancy Glenn,female,46-55,Mountain Farm
Lawrence Bekins,male,36-45,Mountain Farm
Kent Todd,male,36-45,Mountain Farm
Sally Arreola,female,26-35,Mountain Farm
Barbara York,female,65+,Mountain Farm
Sylvia Hibbard,female,46-55,Mountain Farm
Craig Soldner,male,36-45,Mountain Farm
Angie Jordan,female,46-55,Mountain Farm
James Mcleod,male,46-55,Mountain Farm
Patricia Owen,female,46-55,Mountain Farm
Dwayne Houlahan,male,56-65,Mountain Farm
Shelia Riddle,female,46-55,Mountain Farm
Deborah Meyers,female,46-55,Mountain Farm
Francis Leonard,male,46-55,Mountain Farm
John Boggess,male,56-65,Mountain Farm
Juan Conforti,male,36-45,Mountain Farm
Jennifer Geller,female,56-65,Mountain Farm
James Hanson,male,36-45,Mountain Farm
Leta Bosworth,female,65+,Mountain Farm
Patrick Lopez,male,65+,Mountain Farm
David Taylor,male,46-55,Mountain Farm
Charles Sheller,male,46-55,Mountain Farm
James Baumann,male,46-55,Riverside
Chang Hallmark,male,46-55,Mountain Farm
Diane Boggess,female,56-65,Mountain Farm
Kenneth Puckett,male,65+,Mountain Farm
Renee Charron,female,65+,Mountain Farm
Lucille Streicher,female,46-55,Mountain Farm
Tiesha Hulsey,female,56-65,Riverside
Jim Redenius,male,36-45,Mountain Farm
Willie Ledbetter,female,36-45,Mountain Farm
Leigha Mcclellan,female,56-65,Mountain Farm
Mabel Jackson,female,56-65,Mountain Farm
Jeffrey Johnson,male,46-55,Mountain Farm
Eugenia Johnson,female,56-65,Mountain Farm
Ross Williams,male,65+,Bailey
Virginia Andrew,female,56-65,Mountain Farm
Piper Chisholm,female,56-65,Mountain Farm
Leola Lemmons,female,46-55,Mountain Farm
Shannon Mcginnis,female,65+,Mountain Farm
Jean Owens,male,46-55,Mountain Farm
Evelyn Loepp,female,36-45,Mountain Farm
Christa Denny,female,65+,Mountain Farm
John Esquivel,male,46-55,Riverside
Ronald Boutin,male,36-45,Mountain Farm
Anita Harvey,female,46-55,Mountain Farm
Tina Holley,female,36-45,Mountain Farm
Lena Maner,female,46-55,Mountain Farm
Derrick Handy,male,46-55,Mountain Farm
Steven Moore,male,65+,Mountain Farm
Christine Edwards,female,56-65,Bailey
Dawn Mondor,female,36-45,Mountain Farm
Bob Dulac,male,46-55,Riverside
Valerie Davis,female,36-45,Mountain Farm
Emma Gibbons,female,46-55,Mountain Farm
William Sibley,male,65+,Riverside
Ruby Dalton,female,56-65,Mountain Farm
Shannon Alzugaray,female,65+,Bailey
Janee Sanchez,female,46-55,Mountain Farm
Stacey Marks,female,46-55,Mountain Farm
Larry Johnson,male,36-45,Black
Blanche Aldana,female,46-55,Mountain Farm
Alice Hutchins,female,46-55,Mountain Farm
Buffy Niese,female,65+,Mountain Farm
Christopher Boucher,male,46-55,Mountain Farm
Frank Lowell,male,65+,Mountain Farm
Lisa Hammer,female,46-55,Bailey
Fannie Newman,female,46-55,Bailey
Harold Bramuchi,male,36-45,Mountain Farm
Mark Donley,male,56-65,Mountain Farm
Gerardo Gilleland,male,36-45,Mountain Farm
Erik Scheer,male,36-45,Bailey
Abigail Brown,female,46-55,Black
Molly Eden,female,56-65,Mountain Farm
Scott Belmont,male,46-55,Mountain Farm
Juan Fernando,male,56-65,Mountain Farm
Scott Markowitz,male,56-65,Riverside
Tina Dunn,female,46-55,Black
Jenny Zubia,female,65+,Mountain Farm
Annie Christian,female,46-55,Mountain Farm
Rita Santacruz,female,36-45,Mountain Farm
Darnell Trudeau,male,56-65,Mountain Farm
James Groves,male,36-45,Mountain Farm
Milton Brown,male,65+,Riverside
Robert Perez,male,36-45,Riverside
Justin Sires,male,56-65,Mountain Farm
Delores Krueger,female,46-55,Black
Harry Snyder,male,46-55,Mountain Farm
Travis Hixson,male,65+,Mountain Farm
Sarah Potter,female,36-45,Mountain Farm
Ronald Mccain,male,46-55,Mountain Farm
Mario Exum,male,65+,Mountain Farm
Lynn Avery,male,56-65,Mountain Farm
Simon Young,male,46-55,Black
Hobert Jones,male,46-55,Mountain Farm
Kim Winslett,male,46-55,Mountain Farm
Kenneth Wells,male,65+,Mountain Farm
Michele Sweeten,female,65+,Mountain Farm
Doris Rodman,female,36-45,Mountain Farm
Shirley Lopez,female,36-45,Mountain Farm
Audrey Myhre,female,56-65,Mountain Farm
Javier Key,male,36-45,Mountain Farm
Clarence Klar,male,56-65,Mountain Farm
Mario Yahna,male,46-55,Mountain Farm
Joan Dowell,female,36-45,Mountain Farm
Sonia Doucet,female,46-55,Mountain Farm
Paula Craft,female,56-65,Mountain Farm
Samual Maciver,male,46-55,Bailey
Jean James,female,46-55,Mountain Farm
Beth Wilson,female,56-65,Riverside
Brian Zayas,male,26-35,Mountain Farm
Veronica Delacruz,female,46-55,Mountain Farm
Anabel Qualls,female,36-45,Mountain Farm
Lawrence Sanchez,male,56-65,Mountain Farm
Samantha Devine,female,56-65,Bailey
Mac Damico,male,56-65,Mountain Farm
Dallas Lopez,male,65+,Mountain Farm
Luke Hermann,male,36-45,Mountain Farm
Nancy Fritz,female,65+,Mountain Farm
Grover Strobel,male,56-65,Mountain Farm
Tim Fernandez,male,36-45,Mountain Farm
Marvin Everson,male,46-55,Mountain Farm
Neil Delgado,male,36-45,Mountain Farm
Lenard Murillo,male,36-45,Riverside
Richard Kellogg,male,56-65,Mountain Farm
Antonio Jarvis,male,36-45,Mountain Farm
Amy Schuler,female,46-55,Riverside
Anthony Fischer,male,65+,Mountain Farm
Martha Hill,female,46-55,Mountain Farm
Leonard Grett,male,36-45,Mountain Farm
Joseph Mildon,male,65+,Mountain Farm
Natasha Purcell,female,65+,Mountain Farm
Henry Cannon,male,46-55,Riverside
Stephen Martinez,male,46-55,Riverside
Peggy Ashe,female,46-55,Mountain Farm
Carolyn Martinez,female,18-25,Mountain Farm
Kent Arthur,male,56-65,Mountain Farm
Nancy Dent,female,46-55,Mountain Farm
Elizabeth Alderman,female,65+,Mountain Farm
Gaylord Knowles,male,36-45,Mountain Farm
Ryan Foster,male,36-45,Riverside
Kevin Maynard,male,46-55,Riverside
Karen Reinmann,female,56-65,Black
Kristen Mendoza,female,65+,Mountain Farm
William Joseph,male,46-55,Mountain Farm
Mildred Scully,female,36-45,Mountain Farm
Meghan Stickland,female,56-65,Mountain Farm
Rocco Bouie,male,56-65,Mountain Farm
Ashley Bennett,female,46-55,Mountain Farm
Lyndsay Pray,female,56-65,Mountain Farm
Ronald Lasley,male,46-55,Mountain Farm
Joshua Restivo,male,46-55,Mountain Farm
Carol Osmer,female,56-65,Black
Luis Thomas,male,46-55,Mountain Farm
James Skelton,male,46-55,Mountain Farm
Walter Debo,male,65+,Mountain Farm
Brent Forbus,male,46-55,Black
Timothy Sullivan,male,65+,Mountain Farm
Belinda Sartwell,female,65+,Mountain Farm
Sean Brooks,male,56-65,Riverside
Judith Wilson,female,26-35,Riverside
John Hickman,male,56-65,Mountain Farm
Mary Snow,female,46-55,Mountain Farm
Roland Lheureux,male,46-55,Mountain Farm
Joan Pascanik,female,46-55,Mountain Farm
Lisa Tom,female,46-55,Black
Lisa Grammer,female,46-55,Mountain Farm
Jeanette Mason,female,56-65,Mountain Farm
Thomas Coleman,male,36-45,Mountain Farm
Martha Smith,female,65+,Mountain Farm
Eloise Morey,female,46-55,Mountain Farm
Flora Walker,female,65+,Mountain Farm
Robert Gardner,male,18-25,Mountain Farm
Darlene Garza,female,46-55,Riverside
Sarah Pineiro,female,56-65,Mountain Farm
Margaret Hettinger,female,65+,Mountain Farm
Julia Norman,female,56-65,Mountain Farm
Tammy Mckenzie,female,65+,Riverside
Barbara Ramos,female,36-45,Black
Darwin Akins,male,56-65,Mountain Farm
Mario Lucero,male,36-45,Black
Jamie Lujan,male,36-45,Mountain Farm
Kenneth Baylor,male,56-65,Mountain Farm
Lillian Smith,female,36-45,Mountain Farm
Cecelia Loose,female,46-55,Mountain Farm
Ingrid Rock,female,56-65,Mountain Farm
Moira Catholic,female,46-55,Mountain Farm
April Vance,female,46-55,Mountain Farm
Thomas Thompson,male,46-55,Mountain Farm
Kathryn Cook,female,46-55,Mountain Farm
Lynn Eicher,male,36-45,Mountain Farm
Leonard Raper,male,46-55,Mountain Farm
Karrie Kelly,female,56-65,Mountain Farm
David Bonner,male,56-65,Mountain Farm
Benita Black,female,46-55,Riverside
Antonio Jimenez,male,36-45,Mountain Farm
Florinda Simpson,female,36-45,Riverside
Chad Carney,male,46-55,Mountain Farm
Suzette Mcwilliams,female,65+,Mountain Farm
Robert Hall,male,46-55,Mountain Farm
Ana Lee,female,56-65,Mountain Farm
Beatrice Kitchen,female,36-45,Mountain Farm
Walter Hunt,male,56-65,Mountain Farm
Trudie Schiavone,female,36-45,Mountain Farm
Ramon Geesey,male,46-55,Black
James Wisner,male,46-55,Mountain Farm
Karen Staggs,female,46-55,Black
Brenda Tran,female,56-65,Black
Greg Schaeffer,male,65+,Mountain Farm
Carl Gibbons,male,46-55,Mountain Farm
Gregory Johnson,male,36-45,Mountain Farm
William Alexander,male,36-45,Riverside
Brett Mcshane,male,56-65,Black
Mary Wyatt,female,65+,Mountain Farm
Joan Cleary,female,46-55,Mountain Farm
Belinda Moore,female,65+,Mountain Farm
Ginger Daniels,female,56-65,Mountain Farm
Helen Fleming,female,36-45,Mountain Farm
Titus Stroud,male,65+,Mountain Farm
Edward Salcido,male,46-55,Mountain Farm
Richard Sharp,male,46-55,Mountain Farm
Devin Egan,male,56-65,Mountain Farm
Benjamin Campbell,male,36-45,Riverside
Donna Coronado,female,36-45,Mountain Farm
Randy Vahey,male,46-55,Mountain Farm
Paige Durgin,female,46-55,Riverside
John Garcia,male,46-55,Mountain Farm
Patricia Salter,female,46-55,Mountain Farm
Leo Fields,male,46-55,Riverside
Wayne Barrow,male,46-55,Mountain Farm
Todd Edwards,male,46-55,Mountain Farm
Kathleen Troutt,female,46-55,Mountain Farm
Judi Bartz,female,56-65,Mountain Farm
Curtis Weber,male,46-55,Mountain Farm
Glen Coleman,male,65+,Mountain Farm
Regina Jackson,female,65+,Mountain Farm
Kevin Kirklin,male,36-45,Mountain Farm
Peter Fischer,male,46-55,Mountain Farm
James Mcmahan,male,56-65,Mountain Farm
Joe Borrelli,male,36-45,Mountain Farm
Ken Page,male,46-55,Mountain Farm
Terrance Bowman,male,36-45,Mountain Farm
Pedro Moreau,male,46-55,Mountain Farm
Regina Thompson,female,46-55,Mountain Farm
David Thomas,male,46-55,Mountain Farm
Jerry Luke,male,65+,Mountain Farm
Terrence Noyer,male,36-45,Mountain Farm
Corrine Hannan,female,46-55,Mountain Farm
Audry Enoch,female,18-25,Mountain Farm
Joseph Valentine,male,36-45,Mountain Farm
Barbara Diaz,female,65+,Mountain Farm
Victor Prater,male,46-55,Mountain Farm
Donna Goudreau,female,56-65,Mountain Farm
Joshua Corona,male,46-55,Mountain Farm
Elaine Ennis,female,36-45,Riverside
Herman Boatner,male,46-55,Riverside
Elizabeth Adamczak,female,46-55,Mountain Farm
Paulette Rhoda,female,46-55,Mountain Farm
Paula Ozzella,female,56-65,Mountain Farm
Jeri Cowley,female,36-45,Mountain Farm
Daniel Mullinix,male,46-55,Mountain Farm
Carolyn Moore,female,46-55,Mountain Farm
Kevin Nettles,male,46-55,Mountain Farm
Michelle Hunt,female,36-45,Mountain Farm
Kathleen Whitmore,female,56-65,Mountain Farm
Timothy Romine,male,46-55,Mountain Farm
Jesus Samuel,male,46-55,Mountain Farm
Gregory Coddington,male,65+,Mountain Farm
John Gonzalez,male,65+,Mountain Farm
Rebecca Skeens,female,56-65,Mountain Farm
Christopher Orear,male,56-65,Mountain Farm
William Freeman,male,56-65,Mountain Farm
Gertrude Kaiser,female,65+,Mountain Farm
Barbara Hughes,female,46-55,Mountain Farm
Claude Jones,male,65+,Mountain Farm
Derrick Stump,male,36-45,Mountain Farm
Steven Hutton,male,36-45,Mountain Farm
John Carideo,male,36-45,Mountain Farm
Martha Mccaleb,female,56-65,Mountain Farm
Mary Fisk,female,36-45,Mountain Farm
Robert Cisco,male,56-65,Riverside
Edwina Talbot,female,46-55,Mountain Farm
Robert Cocco,male,65+,Mountain Farm
Jennifer Porter,female,46-55,Riverside
John Goldberg,male,65+,Mountain Farm
Cody Mems,male,36-45,Mountain Farm
Tameka Coverdale,female,56-65,Riverside
Ana Oneil,female,26-35,Riverside
Roberta Choe,female,46-55,Riverside
Daniel Griffith,male,56-65,Mountain Farm
Ellis Deloy,male,36-45,Mountain Farm
Jesse Goulding,male,46-55,Mountain Farm
Linda Pfeifer,female,65+,Mountain Farm
Moises Mata,male,56-65,Mountain Farm
Roger Hathaway,male,56-65,Mountain Farm
Richard Surano,male,36-45,Mountain Farm
Betty Sanchez,female,36-45,Black
Kimberly Holbrook,female,36-45,Mountain Farm
Carolyn Holmes,female,65+,Mountain Farm
Maddie Aguilar,female,36-45,Mountain Farm
Robert Purcell,male,56-65,Black
Phillip Stamper,male,56-65,Mountain Farm
Sherry Sliva,female,36-45,Black
Robert Brown,male,36-45,Mountain Farm
Mable Hartman,female,46-55,Mountain Farm
Cody Williams,male,56-65,Mountain Farm
John Warner,male,46-55,Mountain Farm
Sally Alvarado,female,46-55,Mountain Farm
Ramon Gilbert,male,46-55,Riverside
Angel Tintinger,female,46-55,Black
Martin Nelson,male,56-65,Black
John Lopez,male,46-55,Mountain Farm
Ralph Moore,male,46-55,Mountain Farm
Elizabeth Lopez,female,65+,Mountain Farm
Barbara Johns,female,46-55,Mountain Farm
Matthew Dodson,male,65+,Mountain Farm
Benita Houston,female,65+,Mountain Farm
Jason Lipps,male,36-45,Riverside
Deborah Turner,female,56-65,Mountain Farm
Francisca Browning,female,65+,Mountain Farm
Julian Orozco,male,56-65,Black
Vanessa Saylors,female,65+,Mountain Farm
Lorene Duppstadt,female,65+,Riverside
Ryan Stotler,male,65+,Mountain Farm
Sara Moody,female,56-65,Mountain Farm
Laverne Kennedy,male,36-45,Mountain Farm
Frances Ison,female,36-45,Mountain Farm
Douglas Gregory,male,36-45,Mountain Farm
Johnetta King,female,56-65,Mountain Farm
Nicholas Maher,male,26-35,Mountain Farm
Barbara Alessi,female,46-55,Riverside
Mathew Mallard,male,46-55,Bailey
Kevin Smith,male,46-55,Mountain Farm
Jeff Miller,male,56-65,Mountain Farm
Judith Flatley,female,36-45,Mountain Farm
Christopher Reilly,male,46-55,Mountain Farm
Donna Dixon,female,36-45,Mountain Farm
Rafael Sawyers,male,18-25,Mountain Farm
Jessie Kelly,male,46-55,Mountain Farm
Chelsea Butler,female,56-65,Mountain Farm
Anthony Gerrior,male,65+,Mountain Farm
Christopher Rodriguez,male,36-45,Mountain Farm
Thuy Thompson,female,56-65,Mountain Farm
Shannon Trevino,female,56-65,Bailey
